"","Date mutation","Nature mutation","Valeur fonciere","No voie","B/T/Q","Type de voie","Code voie","Voie","Code postal","Commune","Prefixe de section","Section","No plan","Code type local","Type local","Surface reelle bati","Nombre pieces principales","Nature culture","Nature culture speciale","Surface terrain"
"161","15/01/2020","Vente",17600000,11,NA,"RUE","0247","DU DOCTEUR FAYOLLAT",38400,"SAINT-MARTIN-D'HERES",NA,"AW",213,2,"Appartement",50,3,NA,NA,NA
"162","24/01/2020","Vente",10800000,7,NA,"RUE","0166","GABRIEL DIDIER",38130,"ECHIROLLES",NA,"AT",19,2,"Appartement",65,4,NA,NA,NA
"163","14/01/2020","Vente",11900000,6,NA,"RUE","0622","LOUIS JOUVET",38400,"SAINT-MARTIN-D'HERES",NA,"BL",481,2,"Appartement",67,3,NA,NA,NA
"164","29/01/2020","Vente",12190000,1,NA,"RUE","3110","DU GENERAL JANSSEN",38000,"GRENOBLE",NA,"DK",47,2,"Appartement",62,2,NA,NA,NA
"165","28/01/2020","Vente",9e+06,4,NA,"RUE","1250","CAPITAINE BELMONT",38100,"GRENOBLE",NA,"HM",79,2,"Appartement",42,2,NA,NA,NA
"166","20/01/2020","Vente",5500000,37,NA,"AV","6910","DE VIZILLE",38000,"GRENOBLE",NA,"IK",148,2,"Appartement",18,1,NA,NA,NA
"167","23/01/2020","Vente",8200000,6,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"BK",86,2,"Appartement",18,1,NA,NA,NA
"168","09/01/2020","Vente",14800000,9,NA,"RUE","2204","DOC SCHWEITZER",38100,"GRENOBLE",NA,"HR",118,2,"Appartement",100,4,NA,NA,NA
"169","15/01/2020","Vente",4.2e+07,6,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",75,2,"Appartement",40,1,"S",NA,75
"170","15/01/2020","Vente",4.2e+07,6,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",223,2,"Appartement",80,3,"S",NA,480
"171","15/01/2020","Vente",3e+07,6,"B","RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AT",28,1,"Maison",98,5,"S",NA,970
"172","07/01/2020","Vente",18380000,115,NA,"ALL","0078","FANTIN LATOUR",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AH",165,2,"Appartement",50,2,NA,NA,NA
"173","08/01/2020","Vente",14500000,117,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HN",2,2,"Appartement",82,3,NA,NA,NA
"174","08/01/2020","Vente",27360000,13,NA,"RUE","0055","ANTOINE POLOTTI",38400,"SAINT-MARTIN-D'HERES",NA,"AB",237,2,"Appartement",83,4,NA,NA,NA
"175","08/01/2020","Vente",36200000,3,NA,"RUE","4540","LOUVOIS",38100,"GRENOBLE",NA,"EM",105,1,"Maison",88,5,"S",NA,251
"176","08/01/2020","Vente",27840000,52,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"DM",91,2,"Appartement",87,4,NA,NA,NA
"177","17/01/2020","Vente",15300000,2,NA,"RUE","2990","GALLICE",38100,"GRENOBLE",NA,"EN",52,2,"Appartement",65,2,NA,NA,NA
"178","06/01/2020","Vente",37754000,31,NA,"CHE","0150","DES BUCLOS",38240,"MEYLAN",NA,"AK",113,1,"Maison",97,4,"P",NA,501
"179","06/01/2020","Vente",37754000,31,NA,"CHE","0150","DES BUCLOS",38240,"MEYLAN",NA,"AK",113,1,"Maison",97,4,"S",NA,500
"180","23/01/2020","Vente",3.4e+08,29,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"IL",205,4,"Local industriel. commercial ou assimil<e9>",403,0,"S",NA,679
"181","23/01/2020","Vente",3.4e+08,29,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"IL",205,4,"Local industriel. commercial ou assimil<e9>",2266,0,"S",NA,679
"182","23/01/2020","Vente",3.4e+08,29,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"IL",205,4,"Local industriel. commercial ou assimil<e9>",242,0,"S",NA,679
"183","23/01/2020","Vente",3.4e+08,29,NA,"RUE","5730","PIERRE SEMARD",38000,"GRENOBLE",NA,"IL",206,4,"Local industriel. commercial ou assimil<e9>",252,0,NA,NA,NA
"184","21/01/2020","Vente",10200000,9,NA,"SQ","0835","LE PERIER",38400,"SAINT-MARTIN-D'HERES",NA,"AE",321,2,"Appartement",57,3,NA,NA,NA
"185","15/01/2020","Vente",19500000,66,NA,"BD","3000","GAMBETTA",38000,"GRENOBLE",NA,"DI",36,4,"Local industriel. commercial ou assimil<e9>",86,0,NA,NA,NA
"186","20/01/2020","Vente",31275000,13,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"BK",88,2,"Appartement",98,4,NA,NA,NA
"187","20/01/2020","Vente",2.3e+07,4,NA,"PL","3340","DU GRESIVAUDAN",38000,"GRENOBLE",NA,"AX",208,4,"Local industriel. commercial ou assimil<e9>",107,0,NA,NA,NA
"188","22/01/2020","Vente",1.2e+07,2,NA,"RUE","1620","CLAUDE DEBUSSY",38100,"GRENOBLE",NA,"DL",7,2,"Appartement",52,3,NA,NA,NA
"189","14/01/2020","Vente",21900000,48,NA,"RUE","6430","DE STALINGRAD",38100,"GRENOBLE",NA,"DM",133,2,"Appartement",85,4,NA,NA,NA
"190","21/01/2020","Vente",8200000,10,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",1,2,"Appartement",47,2,NA,NA,NA
"191","23/01/2020","Vente",5e+05,8,NA,"PL","1350","CHAMPIONNET",38000,"GRENOBLE",NA,"CI",133,4,"Local industriel. commercial ou assimil<e9>",131,0,NA,NA,NA
"192","22/01/2020","Vente",48760000,121,NA,"CHEM","0094","DE SERRALIERE",38610,"VENON",NA,"AB",154,1,"Maison",159,5,NA,NA,NA
"193","23/01/2020","Vente",10800000,119,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"DK",1,2,"Appartement",38,2,NA,NA,NA
"194","28/01/2020","Vente",14830000,16,NA,"AV","0620","DE LA PLAINE FLEURIE",38240,"MEYLAN",NA,"AN",127,2,"Appartement",53,3,NA,NA,NA
"195","21/01/2020","Vente",20450000,10,NA,"RUE","1490","CHARLES RIVAIL",38100,"GRENOBLE",NA,"DV",411,2,"Appartement",73,4,NA,NA,NA
"196","10/01/2020","Vente",15617500,24,NA,"RUE","6010","REVOL",38000,"GRENOBLE",NA,"IM",184,2,"Appartement",70,4,NA,NA,NA
"197","30/01/2020","Vente",6e+06,5,NA,"RUE","0676","AUGUSTIN BLANC",38000,"GRENOBLE",NA,"IR",6,2,"Appartement",21,1,NA,NA,NA
"198","15/01/2020","Vente",13910000,4,NA,"AV","0090","DANIELLE CASANOVA",38130,"ECHIROLLES",NA,"AY",35,2,"Appartement",78,4,NA,NA,NA
"199","09/01/2020","Vente",20500000,2,NA,"AV","0850","BEAUVERT",38100,"GRENOBLE",NA,"HN",106,1,"Maison",97,3,NA,NA,NA
"200","15/01/2020","Vente",28600000,4,NA,"RUE","0020","DES AIGUINARDS",38240,"MEYLAN",NA,"AM",250,2,"Appartement",89,4,NA,NA,NA
"201","17/01/2020","Vente",16450000,10,NA,"RUE","1490","CHARLES RIVAIL",38100,"GRENOBLE",NA,"DV",411,2,"Appartement",60,3,NA,NA,NA
"202","13/01/2020","Vente",3e+07,6196,NA,NA,"B013","CLOS MARCHAND",38330,"SAINT-ISMIER",NA,"AP",239,2,"Appartement",77,3,NA,NA,NA
"203","13/01/2020","Vente",3e+07,132,NA,"AV","0100","DE LA DENT DE CROLLES",38330,"SAINT-ISMIER",NA,"AP",239,2,"Appartement",67,2,NA,NA,NA
"204","15/01/2020","Vente",23755000,4,NA,"AV","0164","DES FTPF",38130,"ECHIROLLES",NA,"AI",182,2,"Appartement",87,5,NA,NA,NA
"205","10/01/2020","Vente",2.7e+07,10,NA,"ALL","0658","DE LA RESIDENCE ST MURY",38240,"MEYLAN",NA,"AH",19,2,"Appartement",62,2,NA,NA,NA
"206","24/01/2020","Vente",7900000,16,NA,"RUE","0455","JEAN COCTEAU",38400,"SAINT-MARTIN-D'HERES",NA,"AY",262,2,"Appartement",51,3,NA,NA,NA
"207","28/01/2020","Vente",10900000,2,NA,"AV","0850","BEAUVERT",38100,"GRENOBLE",NA,"HN",106,2,"Appartement",70,5,NA,NA,NA
"208","30/01/2020","Vente",9580000,23,"B","RUE","5907","RAVIER PIQUET",38000,"GRENOBLE",NA,"AX",218,2,"Appartement",57,2,NA,NA,NA
"209","17/01/2020","Vente",7500000,29,NA,"CHE","0360","DES ALPINS",38100,"GRENOBLE",NA,"EO",90,2,"Appartement",59,3,NA,NA,NA
"210","22/01/2020","Vente",1e+07,220,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HK",2,2,"Appartement",88,4,NA,NA,NA
"211","03/02/2020","Vente",7e+06,5,NA,"RUE","0063","AUGUSTE RENOIR",38400,"SAINT-MARTIN-D'HERES",NA,"BM",294,2,"Appartement",40,2,NA,NA,NA
"212","23/01/2020","Vente",15500000,10,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",1,2,"Appartement",132,4,NA,NA,NA
"213","24/01/2020","Vente",28200000,14,NA,"BD","4800","MAL FOCH",38000,"GRENOBLE",NA,"DI",49,2,"Appartement",95,4,NA,NA,NA
"214","23/01/2020","Vente",12900000,2,NA,"RUE","0635","LUCIEN SEMPAIX",38400,"SAINT-MARTIN-D'HERES",NA,"AE",78,2,"Appartement",64,3,NA,NA,NA
"215","03/02/2020","Vente",1.1e+07,68,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"CM",30,2,"Appartement",40,2,NA,NA,NA
"216","31/01/2020","Vente",6800000,39,NA,"RUE","4150","LACHMANN",38000,"GRENOBLE",NA,"AX",320,2,"Appartement",22,1,NA,NA,NA
"217","10/01/2020","Vente",11460000,15,NA,"CHE","3370","GUILBAUD",38100,"GRENOBLE",NA,"DT",350,2,"Appartement",46,2,NA,NA,NA
"218","22/01/2020","Vente",14300000,8,NA,"RUE","0050","ABBE GREGOIRE",38000,"GRENOBLE",NA,"IL",234,2,"Appartement",46,2,NA,NA,NA
"219","30/01/2020","Vente",12200000,1,NA,"RUE","0420","AMPERE",38000,"GRENOBLE",NA,"IO",109,2,"Appartement",48,2,NA,NA,NA
"220","30/01/2020","Vente",7200000,7,NA,"RUE","0140","D ESTIENNE D ORVES",38130,"ECHIROLLES",NA,"AT",18,4,"Local industriel. commercial ou assimil<e9>",61,0,NA,NA,NA
"221","28/01/2020","Vente",18540000,31,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"CK",33,2,"Appartement",60,2,NA,NA,NA
"222","30/01/2020","Vente",12545000,12,NA,"RUE","6160","SAINT FERJUS",38000,"GRENOBLE",NA,"AY",102,2,"Appartement",64,3,NA,NA,NA
"223","14/01/2020","Vente",3.5e+07,29,NA,"AV","3290","GRAND CHATELET",38100,"GRENOBLE",NA,"DV",293,4,"Local industriel. commercial ou assimil<e9>",100,0,"S",NA,427
"224","14/01/2020","Vente",3.5e+07,29,NA,"AV","3290","GRAND CHATELET",38100,"GRENOBLE",NA,"DV",293,1,"Maison",200,6,"S",NA,427
"225","20/01/2020","Vente",7610000,20,NA,"AV","4290","LEON BLUM",38100,"GRENOBLE",NA,"HN",66,2,"Appartement",52,2,NA,NA,NA
"226","14/01/2020","Vente",20030000,1,NA,"RUE","0575","LEON GEIST",38400,"SAINT-MARTIN-D'HERES",NA,"BN",553,2,"Appartement",68,3,NA,NA,NA
"227","24/01/2020","Vente",10700000,8,NA,"RUE","3990","JOSEPH REY",38000,"GRENOBLE",NA,"CM",46,2,"Appartement",48,2,NA,NA,NA
"228","22/01/2020","Vente",10300000,85,NA,"AV","0092","BENOIT FRACHON",38400,"SAINT-MARTIN-D'HERES",NA,"BI",154,2,"Appartement",36,1,NA,NA,NA
"229","31/01/2020","Vente",9700000,13,NA,"RUE","1490","CHARLES RIVAIL",38100,"GRENOBLE",NA,"DW",3,2,"Appartement",70,4,NA,NA,NA
"230","29/01/2020","Vente",9e+06,3,NA,"CHE","4960","MENEY",38100,"GRENOBLE",NA,"EO",64,2,"Appartement",68,4,NA,NA,NA
"231","28/01/2020","Vente",16950000,10,NA,"SQ","2960","DES FUSILLES",38000,"GRENOBLE",NA,"IN",4,2,"Appartement",68,4,NA,NA,NA
"232","03/02/2020","Vente",1.3e+07,2,NA,"RUE","0017","ALEXANDER FLEMING",38400,"SAINT-MARTIN-D'HERES",NA,"BN",442,2,"Appartement",66,3,NA,NA,NA
"233","28/01/2020","Vente",12500000,7,NA,"RUE","6340","SERGENT BOBILLOT",38000,"GRENOBLE",NA,"DI",29,2,"Appartement",49,2,NA,NA,NA
"234","30/01/2020","Vente",33516000,16,NA,"RUE","0060","ARISTIDE BERGES",38400,"SAINT-MARTIN-D'HERES",NA,"BM",117,1,"Maison",99,3,"S",NA,360
"235","16/01/2020","Vente",17400000,172,"B","CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"IM",285,2,"Appartement",84,4,NA,NA,NA
"236","21/01/2020","Vente",7300000,10,NA,"RUE","2530","EMILE GUEYMARD",38000,"GRENOBLE",NA,"AK",57,2,"Appartement",21,1,NA,NA,NA
"237","21/01/2020","Vente",7300000,10,NA,"RUE","2530","EMILE GUEYMARD",38000,"GRENOBLE",NA,"AK",57,2,"Appartement",25,2,NA,NA,NA
"238","24/01/2020","Vente",1.9e+07,11,NA,"BD","4820","MAL LECLERC",38000,"GRENOBLE",NA,"AZ",36,2,"Appartement",76,3,NA,NA,NA
"239","24/01/2020","Vente",21800000,35,NA,"RUE","1310","CASIMIR BRENIER",38000,"GRENOBLE",NA,"BL",15,2,"Appartement",100,4,NA,NA,NA
"240","31/01/2020","Vente",37200000,9,NA,"RUE","0595","DE L OISANS",38240,"MEYLAN",NA,"AM",104,2,"Appartement",128,6,NA,NA,NA
"241","27/01/2020","Vente",1.6e+07,6,NA,"RUE","4530","LOUISE MICHEL",38100,"GRENOBLE",NA,"HO",6,2,"Appartement",86,4,NA,NA,NA
"242","27/01/2020","Vente",20400000,157,"A","CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"HN",33,2,"Appartement",69,3,NA,NA,NA
"243","22/01/2020","Vente",9200000,148,NA,"CRS","0950","BERRIAT",38000,"GRENOBLE",NA,"IM",108,2,"Appartement",28,1,NA,NA,NA
"244","31/01/2020","Vente",11476800,25,NA,"AV","4526","DOYEN LOUIS WEIL",38000,"GRENOBLE",NA,"AI",223,4,"Local industriel. commercial ou assimil<e9>",12,0,NA,NA,NA
"245","31/01/2020","Vente",11476800,25,NA,"AV","4526","DOYEN LOUIS WEIL",38000,"GRENOBLE",NA,"AI",223,4,"Local industriel. commercial ou assimil<e9>",29,0,NA,NA,NA
"246","23/01/2020","Vente",18120000,470,NA,"ALL","0112","JEAN ACHARD",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AH",160,2,"Appartement",49,2,NA,NA,NA
"247","31/01/2020","Vente",21550000,2,NA,"RUE","0307","JEAN PIERRE TIMBAUD",38130,"ECHIROLLES",NA,"AO",244,2,"Appartement",79,4,NA,NA,NA
"248","21/01/2020","Vente",12350000,75,NA,"RUE","1020","BIZANET",38000,"GRENOBLE",NA,"AZ",2,2,"Appartement",28,1,NA,NA,NA
"249","20/01/2020","Vente",12300000,22,NA,"BD","3100","GAL GALLIENI",38100,"GRENOBLE",NA,"CX",122,2,"Appartement",49,3,NA,NA,NA
"250","30/01/2020","Vente",14450000,33,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EN",9,2,"Appartement",73,4,NA,NA,NA
"251","22/01/2020","Vente",10800000,9,NA,"RUE","0289","FRANCIS CARCO",38400,"SAINT-MARTIN-D'HERES",NA,"BO",121,2,"Appartement",60,4,NA,NA,NA
"252","27/01/2020","Vente",14122000,2,NA,"CHE","0740","BARRAL",38100,"GRENOBLE",NA,"CZ",136,2,"Appartement",68,4,NA,NA,NA
"253","05/02/2020","Vente",6971000,19,NA,"RUE","0420","AMPERE",38000,"GRENOBLE",NA,"IR",2,2,"Appartement",18,1,NA,NA,NA
"254","22/01/2020","Vente",1.4e+07,27,NA,"RUE","1370","CHAMPS ELYSEES",38100,"GRENOBLE",NA,"HT",143,2,"Appartement",80,4,NA,NA,NA
"255","23/01/2020","Vente",16900000,26,NA,"RUE","0300","JEAN MOULIN",38130,"ECHIROLLES",NA,"AY",239,2,"Appartement",97,5,NA,NA,NA
"256","04/02/2020","Vente",11200000,3,NA,"RUE","6370","SIDI BRAHIM",38100,"GRENOBLE",NA,"DL",87,2,"Appartement",39,1,NA,NA,NA
"257","29/01/2020","Vente",5795000,29,NA,"RUE","6010","REVOL",38000,"GRENOBLE",NA,"IM",142,2,"Appartement",19,1,NA,NA,NA
"258","17/01/2020","Vente",9e+06,20,NA,"RUE","0296","FLORA TRISTAN",38400,"SAINT-MARTIN-D'HERES",NA,"AN",509,2,"Appartement",61,4,NA,NA,NA
"259","13/01/2020","Vente",5.1e+07,10,NA,"RUE","1770","CDT BULLE",38100,"GRENOBLE",NA,"HL",19,1,"Maison",214,9,"S",NA,1228
"260","22/01/2020","Vente",7200000,12,NA,"RUE","0100","DE L ECUREUIL",38130,"ECHIROLLES",NA,"AY",154,2,"Appartement",76,4,NA,NA,NA
"261","31/01/2020","Vente",8800000,5,NA,"AV","6740","DE VALMY",38100,"GRENOBLE",NA,"CX",123,2,"Appartement",39,2,NA,NA,NA
"262","10/01/2020","Vente",7e+07,206,NA,"CHE","0080","DE BILLEREY",38330,"BIVIERS",NA,"A",208,1,"Maison",240,7,"S",NA,1800
"263","31/01/2020","Vente",11364500,6,NA,"RUE","0955","SARAH BERNHARDT",38400,"SAINT-MARTIN-D'HERES",NA,"BK",210,2,"Appartement",60,3,NA,NA,NA
"264","06/02/2020","Vente",14800000,4,NA,"RUE","0195","GEORGES MELIES",38130,"ECHIROLLES",NA,"AL",514,2,"Appartement",75,4,NA,NA,NA
"265","27/01/2020","Vente",15626300,25,NA,"AV","4526","DOYEN LOUIS WEIL",38000,"GRENOBLE",NA,"AI",223,4,"Local industriel. commercial ou assimil<e9>",33,0,NA,NA,NA
"266","24/01/2020","Vente",43492700,79,NA,"CRS","3820","JEAN JAURES",38000,"GRENOBLE",NA,"CN",68,2,"Appartement",110,4,NA,NA,NA
"267","21/01/2020","Vente",2e+07,20,NA,"RUE","4940","MAYEN",38000,"GRENOBLE",NA,"IM",406,2,"Appartement",78,3,NA,NA,NA
"268","24/01/2020","Vente",11300000,13,NA,"RUE","2390","EDISON",38100,"GRENOBLE",NA,"DE",206,2,"Appartement",70,3,NA,NA,NA
"269","22/01/2020","Vente",6e+06,57,NA,"RUE","6801","DU VERCORS",38000,"GRENOBLE",NA,"IM",441,2,"Appartement",61,3,NA,NA,NA
"270","14/01/2020","Vente",5500000,57,NA,"RUE","2350","DES EAUX CLAIRES",38100,"GRENOBLE",NA,"HR",6,2,"Appartement",53,2,NA,NA,NA
"271","31/01/2020","Vente",5230000,31,NA,"RUE","1630","CLAUDE GENIN",38100,"GRENOBLE",NA,"DV",306,2,"Appartement",22,1,NA,NA,NA
"272","24/01/2020","Vente",15740000,1,NA,"ALL","0312","JOACHIM DU BELLAY",38130,"ECHIROLLES",NA,"BD",66,2,"Appartement",93,4,NA,NA,NA
"273","22/01/2020","Vente",8890000,9,NA,"ALL","0086","COPERNIC",38130,"ECHIROLLES",NA,"AP",91,2,"Appartement",52,2,NA,NA,NA
"274","03/02/2020","Vente",1.9e+07,8,NA,"RUE","0380","DE LA GRANGE",38240,"MEYLAN",NA,"AN",74,2,"Appartement",65,3,NA,NA,NA
"275","13/01/2020","Vente",19850000,16,NA,"RUE","0492","ETIENNE DE LA BOETIE",38320,"EYBENS",NA,"AI",157,2,"Appartement",68,3,NA,NA,NA
"276","29/01/2020","Vente",15500000,20,NA,"RUE","6160","SAINT FERJUS",38000,"GRENOBLE",NA,"AY",102,2,"Appartement",55,3,NA,NA,NA
"277","27/01/2020","Vente",6100000,11,NA,"RUE","6990","YVES FARGE",38100,"GRENOBLE",NA,"HL",45,2,"Appartement",13,0,NA,NA,NA
"278","27/01/2020","Vente",2.8e+07,157,NA,"AV","0035","AMBROISE CROIZAT",38400,"SAINT-MARTIN-D'HERES",NA,"BM",551,2,"Appartement",154,4,NA,NA,NA
"279","10/01/2020","Vente",13500000,79,NA,"RUE","0050","ABBE GREGOIRE",38000,"GRENOBLE",NA,"HW",6,1,"Maison",80,3,NA,NA,NA
"280","10/01/2020","Vente",18500000,79,NA,"RUE","0050","ABBE GREGOIRE",38000,"GRENOBLE",NA,"HW",6,4,"Local industriel. commercial ou assimil<e9>",146,0,NA,NA,NA
"281","10/01/2020","Vente",18500000,79,NA,"RUE","0050","ABBE GREGOIRE",38000,"GRENOBLE",NA,"HW",7,4,"Local industriel. commercial ou assimil<e9>",75,0,"S",NA,213
"282","28/01/2020","Vente",7700000,17,NA,"AV","0380","ALSACE LORRAINE",38000,"GRENOBLE",NA,"BN",92,4,"Local industriel. commercial ou assimil<e9>",50,0,NA,NA,NA
"283","28/01/2020","Vente",10700000,47,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EN",46,2,"Appartement",45,2,NA,NA,NA
"284","21/01/2020","Vente",5711000,24,NA,"RUE","0439","NORMANDIE NIEMEN",38130,"ECHIROLLES",NA,"AV",262,2,"Appartement",28,2,NA,NA,NA
"285","10/01/2020","Vente",2e+07,107,NA,"RUE","0300","DES ALLIES",38100,"GRENOBLE",NA,"EO",126,4,"Local industriel. commercial ou assimil<e9>",247,0,NA,NA,NA
"286","22/01/2020","Vente",17100000,85,NA,"AV","0092","BENOIT FRACHON",38400,"SAINT-MARTIN-D'HERES",NA,"BI",154,2,"Appartement",66,3,NA,NA,NA
"287","21/01/2020","Vente",1.1e+07,3,NA,"RUE","1470","CHARLES PEGUY",38100,"GRENOBLE",NA,"HV",18,2,"Appartement",63,3,NA,NA,NA
"288","14/01/2020","Vente",20900000,48,NA,"RUE","0035","ANTOINE POLOTTI",38130,"ECHIROLLES",NA,"AV",26,1,"Maison",84,5,"S",NA,302
"289","30/01/2020","Vente",22405000,26,NA,"RUE","4550","LUCIEN ANDRIEUX",38100,"GRENOBLE",NA,"EZ",130,2,"Appartement",79,3,NA,NA,NA
"290","21/01/2020","Vente",27270000,45,"B","RUE","4904","MARX DORMOY",38000,"GRENOBLE",NA,"IP",5,2,"Appartement",112,4,NA,NA,NA
"291","16/01/2020","Vente",6e+06,1,NA,"RUE","2630","ETIENNE MARCEL",38000,"GRENOBLE",NA,"CM",29,2,"Appartement",30,1,NA,NA,NA
"292","05/02/2020","Vente",5670000,16,NA,"RUE","0090","BELLONTE",38400,"SAINT-MARTIN-D'HERES",NA,"BK",60,2,"Appartement",31,1,NA,NA,NA
"293","17/01/2020","Vente",30500000,14,NA,"RUE","2230","DOMINIQUE VILLARS",38000,"GRENOBLE",NA,"CW",16,2,"Appartement",107,4,NA,NA,NA
"294","30/01/2020","Vente",38500000,33,NA,"RUE","3120","GENERAL MANGIN",38100,"GRENOBLE",NA,"EN",178,2,"Appartement",118,5,NA,NA,NA
"295","13/01/2020","Vente",1.5e+07,19,NA,"CHE","0162","DU PUITS",38190,"BERNIN",NA,"AM",229,1,"Maison",24,1,"S",NA,83
"296","16/01/2020","Vente",36480000,28,NA,"RUE","0168","WINSTON CHURCHILL",38000,"GRENOBLE",NA,"AD",309,4,"Local industriel. commercial ou assimil<e9>",154,0,NA,NA,NA
"297","21/01/2020","Vente",8700000,27,"B","BD","1660","CLEMENCEAU",38100,"GRENOBLE",NA,"CZ",280,2,"Appartement",53,3,NA,NA,NA
"298","29/01/2020","Vente",12500000,53,NA,"CRS","4380","LIBERATION - GEN DE GAULLE",38100,"GRENOBLE",NA,"EN",53,4,"Local industriel. commercial ou assimil<e9>",50,0,NA,NA,NA
"299","13/01/2020","Vente",12400000,34,NA,"RUE","3120","GENERAL MANGIN",38100,"GRENOBLE",NA,"DL",16,2,"Appartement",68,4,NA,NA,NA
"300","22/01/2020","Vente",1.7e+07,3,NA,"CHE","1390","DU CHAPITRE",38100,"GRENOBLE",NA,"DS",10,2,"Appartement",77,4,NA,NA,NA
"301","07/02/2020","Vente",1.6e+07,52,NA,"AV","3920","JEANNE D ARC",38100,"GRENOBLE",NA,"DE",277,2,"Appartement",100,4,NA,NA,NA
"302","05/02/2020","Vente",1.1e+07,157,NA,"AV","3880","JEAN PERROT",38100,"GRENOBLE",NA,"DZ",31,2,"Appartement",54,3,NA,NA,NA
"303","17/01/2020","Vente",31500000,18,NA,"AV","0385","DE BRESSON",38320,"EYBENS",NA,"AV",219,1,"Maison",84,4,"S",NA,980
"304","24/01/2020","Vente",2e+07,70,NA,"AV","3920","JEANNE D ARC",38100,"GRENOBLE",NA,"DV",44,1,"Maison",52,3,"S",NA,237
"305","24/01/2020","Vente",2e+07,70,NA,"AV","3920","JEANNE D ARC",38100,"GRENOBLE",NA,"DV",44,4,"Local industriel. commercial ou assimil<e9>",195,0,"S",NA,237
"306","05/02/2020","Vente",9850000,11,NA,"RUE","3120","GENERAL MANGIN",38100,"GRENOBLE",NA,"EN",169,2,"Appartement",29,2,NA,NA,NA
"307","24/01/2020","Vente",18100000,26,NA,"RUE","3140","GAL RAMBAUD",38000,"GRENOBLE",NA,"DI",127,2,"Appartement",53,2,NA,NA,NA
"308","29/01/2020","Vente",26500000,8,NA,"RUE","2320","DUPLOYE",38100,"GRENOBLE",NA,"DM",8,4,"Local industriel. commercial ou assimil<e9>",260,0,NA,NA,NA
"309","29/01/2020","Vente",26500000,8,NA,"RUE","2320","DUPLOYE",38100,"GRENOBLE",NA,"DM",8,4,"Local industriel. commercial ou assimil<e9>",150,0,NA,NA,NA
"310","30/01/2020","Vente",17200000,17,NA,"AV","6035","RHIN ET DANUBE",38100,"GRENOBLE",NA,"HT",279,2,"Appartement",69,3,NA,NA,NA
"311","16/01/2020","Vente",23650000,1301,NA,"AV","0072","DE L EUROPE",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AM",319,2,"Appartement",59,2,NA,NA,NA
"312","06/02/2020","Vente",18200000,14,NA,"RUE","0200","DE LA LIBERATION",38610,"GIERES",NA,"AL",73,2,"Appartement",70,3,NA,NA,NA
"313","27/01/2020","Vente",9e+07,200,NA,"ALL","0098","DU JAYET",38330,"MONTBONNOT-SAINT-MARTIN",NA,"AH",106,2,"Appartement",160,4,NA,NA,NA
"314","09/01/2020","Vente",7500000,19,NA,"RUE","5945","RENE LESAGE",38100,"GRENOBLE",NA,"EO",90,2,"Appartement",70,4,NA,NA,NA
"315","31/01/2020","Vente",2.6e+07,44,NA,"AV","4840","MAL RANDON",38000,"GRENOBLE",NA,"AZ",47,2,"Appartement",121,4,NA,NA,NA
"316","29/01/2020","Vente",7900000,8,NA,"RUE","0457","ANDRE ARGOUGES",38100,"GRENOBLE",NA,"DV",32,2,"Appartement",41,2,NA,NA,NA
"317","30/01/2020","Vente",30239000,16,NA,"RUE","2159","DOCTEUR GREFFIER",38000,"GRENOBLE",NA,"IW",21,2,"Appartement",107,4,NA,NA,NA
"318","04/02/2020","Vente",5515800,169,NA,"CRS","0290","JEAN JAURES",38130,"ECHIROLLES",NA,"AN",7,2,"Appartement",27,1,NA,NA,NA
"319","21/01/2020","Vente",7500000,83,NA,"AV","0727","DE LA MOGNE",38400,"SAINT-MARTIN-D'HERES",NA,"BO",203,2,"Appartement",66,4,NA,NA,NA
